TweetID,Label
1541974615118979078,neg
1583457528460869632,neu
1541871381276753920,neu
1583605393003249664,neu
1565050423479762948,neu
1541850189383798784,neu
1541845678648971264,neu
1541833836308332545,neu
1541826873633771521,neu
1569553489524817920,neu
1541822145772326912,neg
1541817062527492099,neg
1541808565094154240,neg
1541808003871031299,neg
1541807396540059654,neg
1541762552094461953,pos
1541759573190656000,neu
1541688465498279936,neu
1541677020232433665,neu
1541658369202733056,neg
1541644071978123267,neg
1541501512404406275,neg
1541298659173728257,neu
1541019209546727432,neu
1583606966756442112,neg
1540951348337844224,neu
1540899028208066560,neu
1566463347775614977,neg
1540813286198894592,neu
1540776668251439104,neg
1540765036070596608,neu
1540764705949732867,pos
1540764227169910784,pos
1540739989079744512,neu
1540721287596605441,neg
1540721287596605441,neg
1540712954181591040,neg
1540700588836528129,neu
1540700069757947904,pos
1540699865193320449,pos
1540699747023028224,pos
1540669080562126848,neg
1540664748081045507,neu
1540639510198894592,neg
1583606966756442112,neu
1555748606040219648,neu
1540615486647533568,neu
1540606862722076672,neu
1540593257532596224,neg
1540590653863870465,neu
1540586266995081217,neg
1540585906079514624,neg
1540580608325345281,neg
1540578540864798721,neg
1540567844701851648,neg
1540493014187085824,neg
1553801014783926272,neg
1540463093423251456,neu
1540462442748198912,neu
1540458278160924673,neu
1583608269280784387,neg
1540439122900389888,neu
1540439101773692934,neu
1540433559848198148,neu
1540432465113882624,neu
1540430771453890567,neu
1540430485251391491,neu
1583605912979525632,neg
1540428977705308162,neu
1540419757337300992,neu
1540418986344648704,neg
1540402627174965254,neu
1583605912979525632,neu
1540382288327983105,neu
1540376890720276480,neg
1540370433035436035,neg
1540370413712187396,neg
1583283616804900865,pos
1540361212113960971,pos
1540353135864033280,neu
1540350892356079617,neu
1540348263915831297,neg
1554195091983683585,pos
1540341600391516160,pos
1540332660844859392,pos
1540330173303775233,neg
1540328938370748418,pos
1540327901719052291,neu
1540326299306188800,neu
1540323842702336003,neu
1540323100708986880,neu
1540323087408939008,neu
1540306633594642433,neg
1540304422231851008,neg
1540303629407715329,pos
1583607286643462144,neu
1540297424777928704,neu
1540295655134035971,neu
1540290446047563777,neg
1540290114018054144,neg
1540288809769762823,neu
1540288800424878086,pos
1582980836580012032,neg
1540282380241485825,pos
1556081578044162048,neu
1540279038337507330,neg
1540304422231851008,neu
1583606966756442112,neg
1540269799435128835,neg
1540268112435679232,neg
1583606966756442112,neu
1540262086936330241,pos
1583605912979525632,neg
1540259965763567616,neg
1540258280156569600,neu
1540257184768036864,neg
1540256714028630017,neg
1540255154766749696,pos
1540254757859852289,neu
1572795366390390785,pos
1540253416487788544,neg
1540249022757314560,neu
1540246356249530371,pos
1581234796595798017,neg
1540244148242026497,neu
1540243522032488448,neg
1540241608976859138,neu
1540240655536070659,neg
1540240471657701376,neu
1583600099195699200,neu
1540234894546272257,neu
1540231505468948483,neu
1540229400121196544,neu
1540229237835288576,neg
1540225709087637504,neu
1540224837444112386,pos
1540223702511534081,pos
1540223326697693184,pos
1540222551741370368,pos
1540221302623113217,pos
1540221049647861760,neg
1540220855577362433,neg
1577865295250833408,pos
1583605716941967360,neg
1540220115484024832,neg
1583606966756442112,neg
1540215802468728833,neu
1540212392172339202,pos
1547551793252470784,neg
1540210262023835648,pos
1540210128770719744,neu
1540205504856743936,pos
1540203931237761024,pos
1540202699962171393,pos
1540200393065603072,pos
1540199475007963136,pos
1540198416701087747,neg
1540198362632404992,neg
1583596302671425537,neu
1540193806636781570,neu
1540193389634789376,neu
1540194891975753729,neu
1540191110122901506,pos
1540188548653006849,neu
1540186452717363200,neu
1540182089252933633,pos
1540174224312205312,neu
1540174224312205312,neu
1540174224312205312,neu
1540171474430005248,neu
1540174224312205312,neu
1540170874019610624,neu
1540170284942200832,neu
1540169578831122434,neu
1540144124120154112,neu
1540143195803238401,pos
1540126050688139264,pos
1540121109646934016,pos
1540119008896237568,pos
1540101613540474881,neg
1540086657621303296,neg
1540083418540695554,neg
1540083397082718208,neu
1540079310979141639,neu
1540072487207272448,neg
1540071191314046976,neg
1540067638692438019,neg
1540065597786046464,neg
1540064387397984259,pos
1540064286759952386,pos
1540059850922754050,neg
1540058810202693633,neu
1540058283783999490,neu
1540055611420954631,pos
1540054864373420032,pos
1556796470900232194,pos
1540053967476064256,pos
1563770232959041539,neg
1540052202617716747,neg
1558569935256928256,neu
1540050103502880768,neg
1540049483442130948,pos
1583117803309404162,neg
1540048585089339393,pos
1540048062877503488,pos
1583608831166533633,neg
1540045774586798080,neu
1540045084384792577,neg
1540041587119489024,neu
1582091171223871489,pos
1540040244380196875,neg
1540039504026865667,pos
1540038778290667520,pos
1540038424782143490,neu
1540037752376410112,pos
1540036843735060481,pos
1540036444898660356,neg
1583608831166533633,neg
1540036360442155023,neg
1540034913046503429,pos
1540034844234850304,neu
1540033398709915649,neu
1540032809145966592,neg
1540031670933504008,neu
1540030099248107522,neg
1540029316855128065,pos
1540027152967651328,neu
1540025556569411586,neu
1540025460054282240,neu
1540024882750169088,neg
1540024429836648448,neu
1540024277386272768,neg
1540023896891588610,neg
1540023800363884550,pos
1540022174639063049,neu
1540021823806607368,neu
1557593112578605056,neu
1540019604617052163,neg
1540018695698845696,neu
1582451030272659456,neg
1583594312977510400,pos
1540015014505062403,neu
1540014952307736579,neu
1540014250327957507,pos
1540013614593097729,pos
1540012806271115264,neg
1540011067488731139,neg
1540010994247794689,neg
1540010608187383809,pos
1540009620714012673,pos
1540009441730371585,neg
1540009075315982340,neg
1540008027042054145,pos
1540008027042054145,pos
1540007615425646593,neg
1540007154387673088,pos
1540007035080687616,neu
1540005457116495875,neg
1540005334051430400,neu
1540004315770888192,neg
1540004299526340610,neg
1540184081056546816,neg
1540184081056546816,neg
1540003365786161153,neu
1540003348874674176,pos
1540003317518143490,neu
1540184081056546816,neg
1540003035388289024,neu
1540002555744354307,neu
1540002238428577794,neu
1583606966756442112,neg
1540000806505779201,neg
1539999798371164161,pos
1539999390626205698,neu
1539998683361689600,pos
1539998574011875328,pos
1539998212152500224,pos
1539997421454954496,neg
1539994632511229952,neg
1539993029976723456,neg
1557026512926384129,neg
1539991863263903746,neg
1539991669528985608,neg
1539991110851887105,neg
1539990624316919808,neg
1539990583086809097,neg
1539990546789408774,neg
1539989994584129537,neu
1539989004401184768,neg
1539988936117915651,neu
1539988452497936386,pos
1539987365250404352,neg
1539987254311002113,neg
1539986205588291589,neg
1539984798013431809,neu
1539984353891160066,pos
1539983301452222469,neu
1539982391028113410,neu
1558883144283070464,neu
1539981974722514945,pos
1539981683860144130,pos
1539980657006460928,neu
1581641915920838656,neg
1539980041567838209,pos
1539980009464647682,pos
1539979310882242564,pos
1539979235930128386,pos
1558065253367308296,neu
1539979055306604546,neu
1539978924935061504,neu
1539978772769906688,neu
1539978630595477506,pos
1539978099705651201,neu
1539977767780900864,neg
1539977448418185216,pos
1539974541044117507,neg
1583608831166533633,neg
1539974024209453058,neu
1539973803102507008,pos
1539973624672550915,pos
1539972709274112001,neu
1539972059966480389,neu
1583602248831365120,neu
1539971483962773504,neu
1539971438622281730,pos
1539971427645808642,neg
1568619661637435394,neu
1539970792502358019,neu
1539970773778960384,neg
1553155644248559616,neu
1582675171877351424,neu
1539968916725805058,neu
1539968719367024640,pos
1539968585631555584,neu
1539967401797623809,neg
1539967162869235712,neg
1539967143638441984,pos
1539966229976416256,neu
1539966104843554816,neu
1539965486007349248,pos
1539965255803092997,neg
1553592875270766593,neg
1539963719286931456,neg
1539962930321432582,neu
1539962325326864384,neg
1539959904823287809,neg
1539959710052454401,pos
1565473886329880577,neg
1539959340957835265,pos
1539959286369030145,neg
1583608831166533633,neu
1539958325709836288,neu
1539958236362801152,neu
1539957576108019712,neg
1539957007398084610,neu
1539956973667483649,neg
1539955762440577024,neu
1539954238398291968,neu
1539954127140265986,neg
1539954020923703296,neg
1583608831166533633,neg
1539952711088717826,pos
1539952306925572096,neu
1539951630522753024,pos
1583603499316961281,neu
1539951321335431168,neu
1539951049020215296,neu
1539950670899515392,pos
1539949916025507841,neu
1582349049969008640,neu
1539949554564583424,pos
1539949354815029248,neu
1539949219947204612,neu
1539949155539460098,pos
1539949010261254146,neu
1539948635592527872,neu
1539948341328584705,neu
1539946309586751488,pos
1539946076379152385,neu
1539945676368449536,neu
1539945218056884224,neu
1539945096212267009,neg
1539944807677714433,pos
1573109540576698368,neu
1539944087503224834,neu
1539943178400317441,neu
1539943136503513090,neg
1539942820328390660,neu
1577189838171668481,neu
1583602248831365120,neu
1539941358911250432,neg
1539941307891818496,neu
1539940183344582656,neu
1539940111978270722,neu
1539939766686437378,neg
1539939688978563074,pos
1539939446942060544,neg
1539939410233462784,neg
1539938988911476738,neu
1539938904253636609,neu
1539938899312758784,pos
1539938813098721286,neu
1539938686703378432,neu
1565473886329880577,neu
1556720166548938752,neu
1539937327774064640,neg
1539936972344643587,neu
1539936963658240000,pos
1539936276262051840,neu
1539936196427763715,neu
1539936114479341568,neu
1539936083282219009,neg
1539935933885304834,neg
1539980657006460928,neu
1539935707220873216,neg
1539935685351772167,neg
1539935456367988741,neu
1539935382162259968,neu
1539935189333381120,pos
1539935092155764736,neu
1539935084995829760,neu
1539934216275869696,neu
1539934029629325312,neu
1539933522445717504,neu
1539933418250817538,neu
1539933343294291970,neu
1539933273215967232,neg
1539933173718581249,neu
1539932913780883459,neu
1539932794415202304,neu
1539932657043357698,neu
1539932586977501185,neu
1539932464638005250,neu
1539932330931937285,neu
1539932264880128000,neg
1539932223939481607,neg
1579303242772918272,neu
1539932104418631683,pos
1539932079391121409,pos
1539932010109718530,neu
1539931729770807297,neu
1539931573633654785,neg
1539931266954547201,neu
1539931226735247360,neg
1539931192971214850,neu
1539931110691454976,neu
1539931103229870081,neu
1583608831166533633,neu
1539930657236963328,neu
1571251545894797313,neu
1539929415655849986,neg
1539929381166108673,neg
1539929277147357184,neu
1539929227612520449,neu
1539929019231109120,pos
1539929019126251520,neg
1539928842235699201,neu
1539928743539625984,neu
1539928429390430208,pos
1529950314006298625,neu
1539928005300129792,pos
1552988274712526857,neu
1539927773640269825,neu
1539927118871773190,neu
1583581774252167168,neg
1539927084440633344,neg
1539927079571038209,neg
1539926981453676547,neu
1539926647733948418,pos
1539926535746080768,neg
1539926480876093440,neg
1539926284251324416,neg
1539926179070857216,neu
1540026160335032320,pos
1539925677041917955,neu
1539925593113985024,neu
1539925547064631298,neg
1539925461907693569,neg
1539924724049903616,neg
1539924219420712960,neu
1539924217193529346,neu
1539924172784140289,neu
1539923929564942338,neg
1539923891816222721,neu
1539923659200118784,neu
1539923586269454337,neu
1539923290332037124,pos
1539922934000746496,pos
1539922689044975616,neg
1539922607990083584,neg
1539922489194717195,neg
1539922193760518144,neg
1562003676369387521,neu
1539921925207646210,neu
1539921786128801794,pos
1539921742914883584,neu
1539921576220565505,neg
1539921309123084288,neg
1539920877684490250,neu
1539920789780193280,neu
1539920759489019905,neu
1539920751888834560,neg
1539920424703778816,neg
1539920362460299265,neg
1539919754328145920,neg
1539919394196840448,neu
1539919382813491200,neg
1539919231529123841,neu
1567372030714040320,neu
1539918921523920896,pos
1539918856168300545,neg
1539918802988810240,neu
1539918763771953152,pos
1539918748659884033,neg
1539918676262002689,neg
1539918650597163008,neg
1539917875959447552,neu
1539917842132377600,neg
1539917737287634950,neu
1539917712520089600,neu
1539917581464780805,neg
1539917551970516993,neu
1539916814121066496,neg
1539916674865963009,neu
1582445774478413824,neu
1583605912979525632,neg
1539916508670967808,neu
1539916160292032512,neg
1539915927894081537,neg
1539915413940830208,neu
1539915354083819522,neg
1539914983768817667,neu
1539914771914530816,neg
1539914649801576454,neu
1539913886744338433,neu
1539913409105371136,neu
1539913089876910080,neg
1539912919533731840,neg
1539912596148584448,neg
1539912596148584448,neg
1539912055628636160,neg
1539911796827488257,neg
1539911509199015936,neg
1539911496330887170,neg
1539911347701522433,pos
1540039429334646789,neg
1540229949390561280,neg
1539909843976441862,neu
1539909125919985664,neu
1539908846398967808,neg
1539908336065331200,neg
1539858715142197249,neg
1539672492331204608,pos
1583605912979525632,neg
1537513249423376385,neg
1537422367147839488,neg
1536752182288171008,neg
1536658918633795585,neu
1583592689312100352,neu
1583426155587153921,neg
1535618536235737090,neg
1535234127397408768,pos
1580970705633804288,pos
1534762854154485761,neg
1534652257823772675,pos
1560426109023420418,neg
1583605912979525632,neg
1534205387435565056,neu
1583605912979525632,neg
1533523484214714368,neg
1533512325562515457,neg
1583605912979525632,neg
1533187419951996928,neg
1532946569422577665,neg
1532442182359171079,neu
1532425775667892225,pos
1532398731307405314,pos
1532302730219466753,neg
1532284079760089091,pos
1532283591048286209,neu
1532282720742694923,pos
1532282141693906945,neu
1532281008913014784,neg
1583254814431268864,neu
1532251765051166720,pos
1532105291663388678,pos
1532103580357885952,pos
1532098148541378569,neu
1532105291663388678,pos
1532074357279059968,neg
1531963677431193602,neg
1531544568059117568,pos
1531531779370373121,neu
1531448246350106624,neu
1582279974601433088,neu
1531337451075252225,pos
1583606966756442112,neg
1530929586858516480,neg
1530874875358982145,neg
1530823271318437889,neu
1574419435657445379,neu
1564052160295211008,neu
1583582379871940608,neg
1530264524800069639,neg
1583608269280784387,neg
1553844071315169281,neu
1583608269280784387,neg
1581079302132494336,neg
1583605912979525632,neg
1581141799409967105,neu
1583608831166533633,neg
1530150403165278208,neu
1583605912979525632,neg
1530148488171880449,pos
1583599548466724864,neg
1583607504558096385,neg
1530134247478120448,neg
1583605912979525632,neg
1583608269280784387,neg
1583607504558096385,neg
1530108331989291008,neg
1530105299482419200,neg
1583607504558096385,neg
1583605912979525632,neg
1583608269280784387,neg
1530087134459305985,pos
1583605912979525632,neg
1530078768089518080,neg
1530474241635897346,neg
1583608269280784387,neg
1530069765984854016,neu
1582543261264027648,neu
1530058281095503875,pos
1529797924007321600,neg
1529790442317008896,neg
1529757903149846528,neu
1529736791368028160,neu
1529725686621036544,neg
1560617924444016640,neu
1529554654266277894,neg
1529537139049914371,neu
1529534016298311680,neg
1529502321834606593,neg
1529473172516573186,neu
1529457582951243776,neu
1529447873569607680,neu
1529446278052061184,neg
1529401251401715712,neu
1529384144840564737,neg
1580525528527777792,pos
1539914055602913280,pos
1571331646116315137,pos
1583608269280784387,neg
1529197944771072006,neu
1529174897041326081,neg
1529125232463724545,neu
1529123968799621122,neu
1583607286643462144,neg
1576776378246012929,neu
1529085153108189186,neu
1555037558479921152,pos
1529075127769505792,neu
1529051272845860864,neu
1583590206422151168,neu
1529044182051999744,neu
1529027515133591552,pos
1529012583394643968,neu
1529004576451571713,pos
1528998574427623424,neu
1528994382359273473,neu
1528986304599441409,neu
1528985287224860673,neu
1528983583670554624,neu
1528979283137515521,pos
1528974766715150336,neu
1528974057517072385,neu
1528974766715150336,neu
1528958519780814848,neu
1528951937164517377,pos
1528933691598200832,neu
1528878780382871552,neu
1583608831166533633,neu
1561365147125522438,neu
1528835915161997319,neu
1583500813947002880,neu
1583584373550743552,neu
1528823806952886272,neg
1528822837171175427,neu
1528815630593445894,neu
1528805495447994369,pos
1528805452208869376,pos
1528791227386277888,neu
1528785501024665607,neu
1528785083234131968,neu
1572546642443907075,neu
1528775210006110216,neu
1528775122278092800,neg
1528768591000129540,neg
1528766611435429888,neu
1528765288891789313,neu
1528753350065410054,neu
1528745668763844608,neg
1528741951390072833,neu
1528737009157779457,pos
1528731848918155265,pos
1528725973096615937,pos
1528722673609674759,pos
1528710053280239618,neg
1528702231788371968,neu
1528701674721841159,neu
1528673867723579392,neg
1539949719639789580,pos
1528668964175458304,neu
1528666657287282688,neg
1528666523996389376,neg
1528664031527043073,neu
1528660407065378816,neg
1553886076049162240,neg
1528648617128509441,pos
1552911818879709185,neg
1528645828742721536,neu
1528645738737061889,neu
1528642618191712256,neg
1583608831166533633,neg
1528635173524357121,neu
1583608269280784387,neg
1528633416681406464,neg
1528619924859518977,pos
1528617643984695297,neg
1528616340675870725,pos
1528614946304581642,neu
1528613929534033920,neg
1528616340675870725,pos
1528610932984881152,pos
1528610663064604673,pos
1528604464978006017,pos
1528602959403266049,pos
1528597282710597632,neg
1528570610737094656,neg
1582808904886816769,neg
1578803487252811777,neg
1539914055602913280,pos
1528429863249534979,neg
1580619303195664384,pos
1528410811080839171,neg
1528410213539319812,neu
1528404085900181506,pos
1528384164306767872,neg
1577328804451737600,neu
1528357556694949890,neu
1528350744008704003,neu
1582051454856048654,neu
1528301970037030916,neg
1528296301334614019,neg
1528292214509641731,neu
1528291476467290113,neg
1528276248216100866,neg
1528246631409254400,pos
1528240140568625152,pos
1528237357580881920,neg
1528228994721669120,neu
1528224511547650056,neu
1528221151641608192,pos
1579958837167390721,pos
1528204475382611968,pos
1528202349726277632,pos
1528200546049478656,pos
1528134058303180800,neg
1583571431660875777,neu
1583567820654530560,neu
1528102953231450114,pos
1528079814195912705,neu
1528069724390805504,pos
1528067947721277444,neu
1528059270780043265,pos
1565711682512584705,neu
1528014753880219650,neu
1583605912979525632,neu
1527980116202115073,neu
1527940587986501632,pos
1527931419229560834,neu
1527931419229560834,neu
1527930466019549184,neu
1583607829839360002,pos
1527923415977533440,pos
1527923225597992960,neg
1527905581683691520,neg
1527882697821011970,neg
1527880687986126848,neg
1527833988907290624,neg
1527812326832984069,pos
1527793753154519045,neg
1527754555299078146,neg
1583179580130873344,neu
1527749910476607488,neg
1527713626752262148,neu
1583605598054395906,neg
1583608831166533633,neg
1568985900025257986,pos
1583560279375245313,neu
1582917945071525888,neg
1582917945071525888,neg
1527655538024189952,neg
1527634268545077249,neu
1580363638875258881,pos
1527591770300768257,neu
1527542332098326528,pos
1527540802573979648,neg
1527537072042541056,neg
1527528785607905280,neu
1527525101964517377,pos
1527497618988875777,pos
1529133202379767808,neu
1527323035140644866,neu
1583458465116061696,neu
1527314733376110592,neu
1527303139640061958,pos
1527297000659570693,pos
1527270748531871744,pos
1580606935417511942,neg
1527268597109858306,neg
1527265790147366913,neg
1559286215135924225,neg
1527216775695319043,neg
1527174346560643074,pos
1527171099234119680,neu
1527170589244399617,neu
1528749268152029188,neu
1527168849992372229,neg
1540053506773721088,neg
1558112708939112448,neg
1554565656451764224,neg
1521567640279564289,pos
1521021977271713792,pos
1521021935458598912,pos
1520660956149338114,neu
1583596926372806656,neg
1583569721383096321,neg
1583375034042572806,neu
1583344117785903104,pos
1583301554374791169,neu
1583301554374791169,neu
1583174970628517888,neu
1583106913633415169,neu
1583092482317111297,neu
1583032973204807681,neu
1583012168660054016,neg
1583010118001532930,neg
1582890911457226753,neg
1583605912979525632,neg
1582601677395238913,neg
1582595370567491584,neg
1582475347559608320,neg
1582449653903413248,neg
1583387867761491968,neu
1582399449577291776,neu
1582388422542766080,neg
1582333350475276288,neg
1582332787226386433,neu
1582770002574610432,neg
1582595370567491584,neg
1583599220899999744,neu
1582286812693028864,pos
1582247991179558912,neg
1582123440546361344,neg
1582022672027856897,neg
1582007322317967361,neg
1583423927183081473,neg
1581916889080795136,neg
1581898042034515968,neg
1581732306741403648,neg
1583423927183081473,neg
1581610908811419648,neg
1581583601564405760,neg
1581531454156046336,neg
1583460714810703872,neu
1581525506729467904,neu
1581523674082922496,neu
1581510254096920576,neg
1583599220899999744,neu
1581415561397166080,neg
1581395241147695105,neu
1581353707966328832,neu
1581345229558333442,neg
1583423927183081473,neg
1581322696624783360,neg
1581250757311234048,neu
1581202449003872258,neu
1581166859319398400,neg
1581148457242218496,neg
1581025378663305216,neg
1581020740622913537,pos
1580936816156286976,neg
1580933077114970112,neu
1580904731551014913,neu
1580898116651212801,neu
1580898116651212801,neu
1580894660037586945,neu
1580894660037586945,neu
1580893799714156544,neu
1580893799714156544,neu
1583423927183081473,neg
1580838465687605249,neu
1580818453153591297,neg
1580787298677182465,neu
1580669857489915904,neg
1580661746783911936,neg
1580643256701898753,neu
1580638893539409920,neg
1580588210958106626,neg
1583533257777287169,neu
1580525489411608576,neu
1583423927183081473,neg
1580453282467631106,neg
1580446234636324864,neu
1580440053364707329,neu
1580438742942109696,neu
1580435831596417024,neu
1580421090001956865,neu
1580405548021080064,pos
1580315271369478144,neu
1580301462059778048,neg
1580283016500629505,neg
1583387867761491968,neg
1580246061452386304,neu
1580242525121499137,pos
1580234626546925569,neg
1580216503072624640,pos
1580157248453562370,pos
1580134332835823616,neu
1580112214073434113,pos
1583605912979525632,neu
1580039390700572672,neu
1580034646913359872,neg
1580033561268129793,neu
1580033151526895617,neg
1580032226750005249,pos
1580030625276317696,pos
1580027647815733249,neg
1579935494032744448,neg
1583408175511785472,neu
1583273198715797504,neg
1579869993357152256,neu
1579825100177936386,pos
1579807198880108547,neu
1579792549484847104,neg
1583487789869326339,neu
1579744877071728641,pos
1579727481665646594,neu
1579721058865008642,pos
1579705147906629632,neg
1579691047411941377,neu
1579691047411941377,neu
1583530500412813312,neu
1583387867761491968,neg
1579525197333688321,neu
1579384160321679360,pos
1579226301160116226,pos
1579150449172971520,neu
1579140162973761536,neg
1583608016024133632,pos
1583519295581323264,neg
1578842760131792897,pos
1578838771629367296,neg
1578798076029902849,neg
1578791377164722176,neg
1583387867761491968,neg
1578743064264601601,neu
1583530500412813312,neu
1578658874269528069,neg
1583586426930741249,neu
1578624418867134466,pos
1578608760842780673,neu
1578583791307657217,neu
1578516055445897216,neu
1578482137623236608,neu
1578471736378421248,neg
1578467145465626624,neg
1578461709018497024,neg
1578446600078127104,neu
1583606966756442112,neu
1578405465360302081,neg
1578403197374414850,neu
1583203022997331974,neu
1580722161412894720,neg
1578361018895552513,neg
1583607504558096385,neu
1578318237263077379,neg
1578316714227290114,neu
1578312740854079488,pos
1583387867761491968,pos
1578294062754299904,neu
1578283997771501568,neu
1578282413158895616,neu
1578238885595090944,neu
1581411210695946240,neg
1578114683843891201,neu
1578100140610846721,neu
1578083363579215873,neu
1580732252950257665,neg
1578059962386882563,neu
1578028527986782208,neg
1583387867761491968,neg
1577957269173592065,neu
1583560068708339713,neu
1577928061122666497,pos
1577899976423870467,neg
1583605912979525632,neu
1583557475764424704,neu
1583423927183081473,pos
1577684982469894145,neu
1577671731904487430,neu
1577627871220273157,neu
1577623854863642624,pos
1577599480764825600,pos
1577589669428092937,neu
1577586987896557568,neu
1577586715480522753,neg
1582537445501014016,neu
1577553614620467200,neu
1583608269280784387,neu
1577458661362106368,pos
1583605912979525632,neu
1577381491361067008,neu
1577380769122684935,neu
1580421127570362368,neu
1577349626033733634,neg
1577346208116494337,neg
1577339559540662272,pos
1577328792615505921,pos
1577298661587001344,neg
1583387867761491968,neg
1577294517165768706,neu
1577283839076208641,neg
1583557475764424704,neu
1577032901199532032,neu
1577026345775017984,neu
1583605912979525632,neu
1576924082309734401,neu
1576824862924210176,neg
1580674227627098112,neg
1576486353252278272,neu
1576482114861531136,pos
1576482057382862848,pos
1576328916179988480,neu
1576312641496453120,neg
1576302793442197504,neg
1576296784225337344,pos
1579015349395066880,neg
1576245956202225665,neg
1583229810301898752,neg
1583423927183081473,neg
1576232787354345472,neu
1576180191017115649,pos
1575964245497217024,neg
1580630241130618881,neg
1575947553874804736,pos
1580630241130618881,neg
1575862348396437505,neg
1575773018248253440,neg
1583199985402667008,pos
1575519478514794496,neg
1575512976634920963,neu
1575488399875936257,neg
1583423927183081473,pos
